北京化工大学,工科试验班(绿色化工与生物医药),"['工科', '试验班', '(', '绿色', '化工', '与', '生物医药', ')']",1
唐山师范学院,地理科学(师范类),"['地理', '科学', '(', '师范类', ')']",1
山西医科大学,临床药学,"['临床', '药学']",1
山西医科大学,护理学,['护理学'],1
内蒙古民族大学,化学(师范类),"['化学', '(', '师范类', ')']",1
北华大学,国际经济与贸易,"['国际', '经济', '与', '贸易']",1
燕山大学,金属材料工程,"['金属材料', '工程']",2
南京中医药大学,临床医学,['临床医学'],1
泉州师范学院,人文地理与城乡规划,"['人文地理', '与', '城乡规划']",1
闽南师范大学,心理学(师范类),"['心理学', '(', '师范类', ')']",1
济南大学,环境工程(中外合作办学),"['环境工程', '(', '中外合作', '办学', ')']",1
山东建筑大学,土木工程,['土木工程'],1
潍坊医学院,护理学,['护理学'],1
潍坊医学院,临床医学,['临床医学'],1
滨州医学院,护理学,['护理学'],2
滨州医学院,生物制药,['生物制药'],1
滨州医学院,预防医学,"['预防', '医学']",1
山东中医药大学,护理学,['护理学'],1
山东中医药大学,生物医学工程,"['生物医学', '工程']",1
山东中医药大学,药学(地方专项计划),"['药学', '(', '地方', '专项', '计划', ')']",1
济宁医学院,信息管理与信息系统,"['信息管理', '与', '信息系统']",1
济宁医学院,护理学,['护理学'],2
郑州航空工业管理学院,金融学类,"['金融学', '类']",3
郑州航空工业管理学院,安全工程,['安全工程'],4
郑州航空工业管理学院,飞行器质量与可靠性,"['飞行器', '质量', '与', '可靠性']",2
中国民用航空飞行学院,交通运输(空中交通管制、飞行签派、航行情报),"['交通运输', '(', '空中', '交通管制', '、', '飞行', '签派', '、', '航行', '情报', ')']",1
宁夏大学,动物科学(卓越农林人才计划),"['动物', '科学', '(', '卓越', '农林', '人才', '计划', ')']",1
塔里木大学,园林,['园林'],1
南阳理工学院,生物工程,['生物工程'],1
汉口学院,数字媒体技术,"['数字', '媒体', '技术']",1
海口经济学院,市场营销(创意产业管理),"['市场营销', '(', '创意', '产业', '管理', ')']",5
海口经济学院,会展经济与管理(数字会展),"['会展经济', '与', '管理', '(', '数字', '会展', ')']",5
北京中医药大学东方学院,护理学,['护理学'],1
四川大学锦江学院,数字媒体技术,"['数字', '媒体', '技术']",1
四川文化艺术学院,数据科学与大数据技术,"['数据', '科学', '与', '大', '数据', '技术']",3
四川文化艺术学院,历史建筑保护工程,"['历史', '建筑', '保护', '工程']",2
深圳北理莫斯科大学,数学与应用数学(中外合作办学),"['数学', '与', '应用', '数学', '(', '中外合作', '办学', ')']",2
山东大学,临床医学(非西藏生源定向西藏就业),"['临床医学', '(', '非', '西藏', '生源', '定向', '西藏', '就业', ')']",2
山东大学,管理科学与工程类(非西藏生源定向西藏就业),"['管理科学', '与', '工程', '类', '(', '非', '西藏', '生源', '定向', '西藏', '就业', ')']",3
中国民航大学,空中乘务,"['空中', '乘务']",117
中国民航大学,民航空中安全保卫,"['民航', '空中', '安全', '保卫']",86
华北理工大学,机械制造及自动化,"['机械制造', '及', '自动化']",4
华北理工大学,电气自动化技术,"['电气', '自动化', '技术']",4
华北理工大学,计算机应用技术,"['计算机', '应用', '技术']",6
华北理工大学,建筑工程技术,"['建筑工程', '技术']",7
华北理工大学,建设工程管理,"['建设工程', '管理']",3
华北理工大学,工商企业管理,"['工商企业', '管理']",6
鞍山师范学院,电子商务,['电子商务'],2
鞍山师范学院,市场营销,['市场营销'],2
鞍山师范学院,大数据与会计,"['大', '数据', '与', '会计']",2
鞍山师范学院,应用英语,"['应用', '英语']",2
鞍山师范学院,应用韩语,"['应用', '韩语']",2
朝阳师范高等专科学校,建筑装饰工程技术,"['建筑', '装饰', '工程技术']",3
朝阳师范高等专科学校,机电一体化技术,"['机电', '一体化', '技术']",3
朝阳师范高等专科学校,电气自动化技术,"['电气', '自动化', '技术']",3
朝阳师范高等专科学校,汽车制造与试验技术,"['汽车', '制造', '与', '试验', '技术']",2
朝阳师范高等专科学校,新能源汽车技术,"['新能源', '汽车', '技术']",1
朝阳师范高等专科学校,化工生物技术,"['化工', '生物', '技术']",1
朝阳师范高等专科学校,食品智能加工技术,"['食品', '智能', '加工', '技术']",1
朝阳师范高等专科学校,食品检验检测技术,"['食品', '检验', '检测', '技术']",1
朝阳师范高等专科学校,汽车技术服务与营销,"['汽车', '技术', '服务', '与', '营销']",2
朝阳师范高等专科学校,应用电子技术,"['应用', '电子', '技术']",2
朝阳师范高等专科学校,计算机应用技术,"['计算机', '应用', '技术']",3
朝阳师范高等专科学校,数字媒体技术,"['数字', '媒体', '技术']",2
朝阳师范高等专科学校,大数据技术,"['大', '数据', '技术']",2
朝阳师范高等专科学校,移动应用开发,"['移动', '应用', '开发']",3
朝阳师范高等专科学校,动漫制作技术,"['动漫', '制作', '技术']",3
朝阳师范高等专科学校,大数据与会计,"['大', '数据', '与', '会计']",4
朝阳师范高等专科学校,市场营销,['市场营销'],2
朝阳师范高等专科学校,旅游管理,"['旅游', '管理']",2
朝阳师范高等专科学校,广告艺术设计,"['广告', '艺术设计']",3
朝阳师范高等专科学校,应用英语(商务翻译),"['应用', '英语', '(', '商务', '翻译', ')']",3
朝阳师范高等专科学校,应用韩语,"['应用', '韩语']",2
朝阳师范高等专科学校,现代文秘,"['现代', '文秘']",2
锦州师范高等专科学校,小学英语教育(师范类),"['小学', '英语教育', '(', '师范类', ')']",6
锦州师范高等专科学校,学前教育(师范类),"['学前教育', '(', '师范类', ')']",8
锦州师范高等专科学校,小学教育(综合理科教育(师范类)),"['小学', '教育', '(', '综合', '理科', '教育', '(', '师范类', ')', ')']",8
锦州师范高等专科学校,小学教育(综合文科教育(师范类)),"['小学', '教育', '(', '综合', '文科', '教育', '(', '师范类', ')', ')']",8
铁岭师范高等专科学校,小学数学教育(师范类),"['小学', '数学', '教育', '(', '师范类', ')']",5
铁岭师范高等专科学校,小学科学教育(师范类),"['小学', '科学', '教育', '(', '师范类', ')']",5
铁岭师范高等专科学校,大数据与会计(智能财务),"['大', '数据', '与', '会计', '(', '智能', '财务', ')']",4
铁岭师范高等专科学校,小学语文教育(师范类),"['小学', '语文', '教育', '(', '师范类', ')']",7
铁岭师范高等专科学校,艺术教育(师范类),"['艺术', '教育', '(', '师范类', ')']",14
铁岭师范高等专科学校,小学英语教育(师范类),"['小学', '英语教育', '(', '师范类', ')']",10
铁岭师范高等专科学校,学前教育(师范类),"['学前教育', '(', '师范类', ')']",17
铁岭师范高等专科学校,小学教育(师范类),"['小学', '教育', '(', '师范类', ')']",8
东北电力大学,发电厂及电力系统,"['发电厂', '及', '电力系统']",12
东北电力大学,供用电技术,"['供用电', '技术']",6
东北电力大学,发电运行技术,"['发电', '运行', '技术']",12
东北石油大学,石油工程技术,"['石油', '工程技术']",2
东北石油大学,环境工程技术,"['环境', '工程技术']",1
东北石油大学,精细化工技术,"['精细化工', '技术']",3
东北石油大学,现代通信技术,"['现代', '通信', '技术']",1
东北石油大学,电气自动化技术,"['电气', '自动化', '技术']",2
东北石油大学,建筑设计,['建筑设计'],1
东北石油大学,建筑工程技术,"['建筑工程', '技术']",2
东北石油大学,软件技术,['软件技术'],1
东北石油大学,工程造价,['工程造价'],2
齐齐哈尔高等师范专科学校,环境监测技术,"['环境监测', '技术']",4
齐齐哈尔高等师范专科学校,高速铁路客运服务,"['高速铁路', '客运', '服务']",3
齐齐哈尔高等师范专科学校,电子商务,['电子商务'],5
齐齐哈尔高等师范专科学校,学前教育(师范类),"['学前教育', '(', '师范类', ')']",18
齐齐哈尔高等师范专科学校,小学教育(师范类),"['小学', '教育', '(', '师范类', ')']",15
齐齐哈尔高等师范专科学校,小学语文教育(师范类),"['小学', '语文', '教育', '(', '师范类', ')']",20
齐齐哈尔高等师范专科学校,小学数学教育(师范类),"['小学', '数学', '教育', '(', '师范类', ')']",12
齐齐哈尔高等师范专科学校,心理咨询,['心理咨询'],4
齐齐哈尔高等师范专科学校,大数据与会计,"['大', '数据', '与', '会计']",4
上海旅游高等专科学校,空中乘务,"['空中', '乘务']",30
上海旅游高等专科学校,大数据与财务管理,"['大', '数据', '与', '财务管理']",2
上海旅游高等专科学校,大数据与会计,"['大', '数据', '与', '会计']",2
上海旅游高等专科学校,电子商务,['电子商务'],4
上海旅游高等专科学校,旅游管理,"['旅游', '管理']",4
上海旅游高等专科学校,定制旅行管理与服务,"['定制', '旅行', '管理', '与', '服务']",2
上海旅游高等专科学校,酒店管理与数字化运营,"['酒店', '管理', '与', '数字化', '运营']",4
上海旅游高等专科学校,葡萄酒文化与营销,"['葡萄酒', '文化', '与', '营销']",3
上海旅游高等专科学校,智慧旅游技术应用,"['智慧', '旅游', '技术', '应用']",5
上海旅游高等专科学校,会展策划与管理,"['会展', '策划', '与', '管理']",2
上海旅游高等专科学校,餐饮智能管理,"['餐饮', '智能', '管理']",3
上海旅游高等专科学校,旅游英语,"['旅游', '英语']",3
上海旅游高等专科学校,应用韩语,"['应用', '韩语']",5
上海旅游高等专科学校,旅游日语,"['旅游', '日语']",4
上海旅游高等专科学校,西式烹饪工艺,"['西式', '烹饪', '工艺']",3
上海旅游高等专科学校,酒店管理与数字化运营(中外合作办学),"['酒店', '管理', '与', '数字化', '运营', '(', '中外合作', '办学', ')']",3
山东理工大学,应用韩语(中外合作办学)(招收中韩合作办学),"['应用', '韩语', '(', '中外合作', '办学', ')', '(', '招收', '中', '韩', '合作', '办学', ')']",90
山东医学高等专科学校,中医学,['中医学'],60
山东医学高等专科学校,预防医学,"['预防', '医学']",70
山东医学高等专科学校,医学生物技术,"['医学', '生物', '技术']",30
山东医学高等专科学校,卫生信息管理,"['卫生', '信息管理']",40
山东医学高等专科学校,眼视光技术,"['眼视光', '技术']",20
山东医学高等专科学校,眼视光技术,"['眼视光', '技术']",25
山东医学高等专科学校,医学影像技术,"['医学影像', '技术']",150
山东医学高等专科学校,康复治疗技术,"['康复', '治疗', '技术']",50
山东医学高等专科学校,智慧健康养老服务与管理,"['智慧', '健康', '养老', '服务', '与', '管理']",50
山东医学高等专科学校,健康大数据管理与服务,"['健康', '大', '数据管理', '与', '服务']",50
山东医学高等专科学校,中医康复技术,"['中医', '康复', '技术']",50
山东医学高等专科学校,药物制剂技术,"['药物制剂', '技术']",70
山东医学高等专科学校,中药学,['中药学'],110
山东医学高等专科学校,医学检验技术,"['医学', '检验', '技术']",199
山东医学高等专科学校,口腔医学,['口腔医学'],335
山东医学高等专科学校,药学,['药学'],178
山东医学高等专科学校,医学生物技术,"['医学', '生物', '技术']",35
山东医学高等专科学校,中医学,['中医学'],100
山东医学高等专科学校,预防医学,"['预防', '医学']",60
山东医学高等专科学校,护理,['护理'],774
山东医学高等专科学校,医学影像技术,"['医学影像', '技术']",123
山东医学高等专科学校,婴幼儿托育服务与管理,"['婴幼儿', '托育', '服务', '与', '管理']",20
山东医学高等专科学校,健康大数据管理与服务,"['健康', '大', '数据管理', '与', '服务']",40
山东医学高等专科学校,针灸推拿,"['针灸', '推拿']",52
山东医学高等专科学校,助产,['助产'],70
山东医学高等专科学校,医学美容技术,"['医学美容', '技术']",40
山东医学高等专科学校,药品经营与管理,"['药品', '经营', '与', '管理']",57
山东医学高等专科学校,社区康复,"['社区', '康复']",20
山东医学高等专科学校,助产,['助产'],75
山东医学高等专科学校,针灸推拿,"['针灸', '推拿']",100
山东医学高等专科学校,康复治疗技术,"['康复', '治疗', '技术']",55
山东医学高等专科学校,临床医学,['临床医学'],180
山东医学高等专科学校,临床医学,['临床医学'],480
山东医学高等专科学校,药学,['药学'],228
山东医学高等专科学校,放射治疗技术,"['放射治疗', '技术']",40
山东医学高等专科学校,药品经营与管理,"['药品', '经营', '与', '管理']",70
山东医学高等专科学校,智能医疗装备技术,"['智能', '医疗', '装备', '技术']",20
山东医学高等专科学校,医学美容技术,"['医学美容', '技术']",30
山东医学高等专科学校,中药学,['中药学'],160
山东医学高等专科学校,护理,['护理'],649
